date,basis_binance,basis_deribit,basis_3m
2022-05-03,2.2443,3.0112,2.6277
2022-05-04,3.4431,3.878,3.6606
2022-05-05,1.9557,2.5691,2.2624
2022-05-06,2.6118,2.6666,2.6392
2022-05-07,2.8341,2.8683,2.8512
2022-05-08,1.9474,3.5541,2.7507
2022-05-09,2.1152,2.3438,2.2295
2022-05-10,3.0031,3.5983,3.3007
2022-05-11,3.2583,1.4717,2.365
2022-05-12,4.5243,3.408,3.9662
2022-05-13,3.1341,3.1063,3.1202
2022-05-14,3.0816,3.5324,3.307
2022-05-15,2.7343,2.8991,2.8167
2022-05-16,3.1344,3.0568,3.0956
2022-05-17,3.1672,3.5368,3.352
2022-05-18,2.5072,1.6703,2.0887
2022-05-19,3.5559,3.0831,3.3195
2022-05-20,2.8834,2.5941,2.7388
2022-05-21,3.1157,2.146,2.6308
2022-05-22,3.3942,3.0314,3.2128
2022-05-23,2.7654,2.2008,2.4831
2022-05-24,3.057,2.3918,2.7244
2022-05-25,2.3175,2.0029,2.1602
2022-05-26,2.7117,2.4669,2.5893
2022-05-27,2.1995,1.9431,2.0713
2022-05-28,2.8345,2.6436,2.739
2022-05-29,3.0091,3.0889,3.049
2022-05-30,2.6482,2.8955,2.7719
2022-05-31,4.1102,3.805,3.9576
2022-06-01,3.2606,2.1451,2.7029
2022-06-02,3.3168,2.5438,2.9303
2022-06-03,3.5083,3.1379,3.3231
2022-06-04,3.0029,2.4447,2.7238
2022-06-05,3.2119,2.8953,3.0536
2022-06-06,3.6352,3.2993,3.4672
2022-06-07,2.6598,2.7472,2.7035
2022-06-08,2.6021,2.3033,2.4527
2022-06-09,2.7726,1.9734,2.373
2022-06-10,2.3221,2.0068,2.1644
2022-06-11,2.6611,1.8319,2.2465
2022-06-12,2.0468,1.9574,2.0021
2022-06-13,1.957,2.9338,2.4454
2022-06-14,3.7806,-0.402,1.6893
2022-06-15,2.0843,0.0243,1.0543
2022-06-16,0.0821,-0.9244,-0.4212
2022-06-17,0.7291,0.8266,0.7779
2022-06-18,1.8838,-0.2199,0.832
2022-06-19,2.7156,-0.0923,1.3116
2022-06-20,2.0443,0.518,1.2811
2022-06-21,1.4422,-0.4091,0.5166
2022-06-22,0.9501,0.4568,0.7035
2022-06-23,0.9763,-0.025,0.4757
2022-06-24,1.0726,0.7792,0.9259
2022-06-25,0.9328,0.5149,0.7239
2022-06-26,1.1691,0.7066,0.9378
2022-06-27,1.1698,0.1735,0.6716
2022-06-28,0.5802,0.1961,0.3882
2022-06-29,0.7559,0.3014,0.5286
2022-06-30,0.6561,0.2128,0.4344
2022-07-01,1.1809,1.0192,1.1001
2022-07-02,1.2242,1.4166,1.3204
2022-07-03,1.4283,1.3603,1.3943
2022-07-04,2.3867,1.7433,2.065
2022-07-05,1.9773,2.3223,2.1498
2022-07-06,2.2689,1.597,1.9329
2022-07-07,1.0815,1.0779,1.0797
2022-07-08,1.1705,1.0119,1.0912
2022-07-09,1.3829,1.382,1.3824
2022-07-10,1.2903,1.3588,1.3246
2022-07-11,1.3602,1.3343,1.3472
2022-07-12,1.2737,0.8057,1.0397
2022-07-13,1.4421,1.5857,1.5139
2022-07-14,1.8289,1.7452,1.7871
2022-07-15,1.6642,1.1952,1.4297
2022-07-16,2.1686,1.3285,1.7485
2022-07-17,1.6569,1.2973,1.4771
2022-07-18,2.7526,2.8355,2.7941
2022-07-19,2.6296,1.9989,2.3143
2022-07-20,3.1859,2.1287,2.6573
2022-07-21,1.7437,2.0465,1.8951
2022-07-22,1.7868,1.9195,1.8532
2022-07-23,1.5462,1.4234,1.4848
2022-07-24,1.9382,1.9307,1.9344
2022-07-25,1.8291,1.4578,1.6435
2022-07-26,1.7748,2.1147,1.9448
2022-07-27,1.9535,1.7903,1.8719
2022-07-28,2.6722,2.6909,2.6816
2022-07-29,3.2153,2.6195,2.9174
2022-07-30,2.7333,2.3155,2.5244
2022-07-31,2.4358,2.2062,2.321
2022-08-01,2.5391,2.5725,2.5558
2022-08-02,2.175,1.4264,1.8007
2022-08-03,2.3073,2.207,2.2572
2022-08-04,2.345,2.2299,2.2875
2022-08-05,2.6338,1.8123,2.223
2022-08-06,2.7877,1.6997,2.2437
2022-08-07,2.561,1.8699,2.2154
2022-08-08,3.0001,1.5127,2.2564
2022-08-09,1.7989,1.4149,1.6069
2022-08-10,2.8306,2.1268,2.4787
2022-08-11,2.4297,1.9104,2.17
2022-08-12,2.8911,3.266,3.0786
2022-08-13,2.294,2.4442,2.3691
2022-08-14,2.0587,1.7942,1.9264
2022-08-15,1.0389,1.262,1.1505
2022-08-16,1.1587,1.5705,1.3646
2022-08-17,0.7624,0.9901,0.8763
2022-08-18,0.2299,0.6044,0.4172
2022-08-19,0.2399,0.1694,0.2046
2022-08-20,0.4882,0.3603,0.4242
2022-08-21,0.9255,0.773,0.8492
2022-08-22,0.2366,0.1137,0.1751
2022-08-23,1.0362,0.635,0.8356
2022-08-24,0.1602,0.4951,0.3276
2022-08-25,0.2038,0.197,0.2004
2022-08-26,-0.5864,-0.9793,-0.7828
2022-08-27,-0.8882,-0.1536,-0.5209
2022-08-28,-0.8495,-1.7808,-1.3151
2022-08-29,-0.095,0.0966,0.0008
2022-08-30,-0.5896,-1.3737,-0.9817
2022-08-31,-0.3853,-0.9142,-0.6498
2022-09-01,0.3037,0.2886,0.2961
2022-09-02,0.487,0.2913,0.3891
2022-09-03,0.042,-0.59,-0.274
2022-09-04,0.3149,0.1376,0.2263
2022-09-05,0.3685,0.7275,0.548
2022-09-06,-0.2084,-0.7655,-0.487
2022-09-07,0.8488,0.5715,0.7102
2022-09-08,0.3999,0.4403,0.4201
2022-09-09,1.3967,1.4583,1.4275
2022-09-10,0.6115,0.3832,0.4974
2022-09-11,1.2787,1.3408,1.3097
2022-09-12,1.3336,0.6107,0.9721
2022-09-13,-0.2825,-0.322,-0.3023
2022-09-14,0.0701,-0.3888,-0.1593
2022-09-15,0.7426,0.2592,0.5009
2022-09-16,0.335,-1.0681,-0.3665
2022-09-17,0.4965,0.4733,0.4849
2022-09-18,0.1366,-0.1574,-0.0104
2022-09-19,0.2591,-0.2319,0.0136
2022-09-20,0.1724,-0.4105,-0.119
2022-09-21,0.1314,-0.709,-0.2888
2022-09-22,0.7982,1.0763,0.9373
2022-09-23,1.0029,-0.0194,0.4917
2022-09-24,0.7229,0.01,0.3665
2022-09-25,0.8467,-0.4274,0.2097
2022-09-26,1.0364,0.1409,0.5887
2022-09-27,1.0661,0.328,0.6971
2022-09-28,0.7025,-0.0916,0.3054
2022-09-29,0.6487,0.3162,0.4824
2022-09-30,1.4665,0.4784,0.9724
2022-10-01,1.8046,0.2982,1.0514
2022-10-02,1.6624,0.2453,0.9539
2022-10-03,1.9976,0.3591,1.1783
2022-10-04,1.9794,0.4895,1.2345
2022-10-05,1.6074,0.5602,1.0838
2022-10-06,2.0215,0.3135,1.1675
2022-10-07,1.2431,-0.0131,0.615
2022-10-08,1.0361,-0.1238,0.4561
2022-10-09,1.4924,0.2282,0.8603
2022-10-10,1.1918,0.2113,0.7016
2022-10-11,1.3468,-0.8219,0.2625
2022-10-12,1.468,-0.1823,0.6428
2022-10-13,1.6088,0.3256,0.9672
2022-10-14,0.9878,-0.0405,0.4737
2022-10-15,0.8867,-0.0732,0.4068
2022-10-16,0.909,0.0163,0.4626
2022-10-17,1.4796,0.3069,0.8932
2022-10-18,1.064,-0.1322,0.4659
2022-10-19,1.3293,0.3013,0.8153
2022-10-20,1.2403,-0.2832,0.4786
2022-10-21,1.4136,0.5418,0.9777
2022-10-22,1.4955,0.3968,0.9462
2022-10-23,1.91,0.1693,1.0397
2022-10-24,1.2083,0.261,0.7346
2022-10-25,2.9291,1.2894,2.1093
2022-10-26,1.8311,0.8047,1.3179
2022-10-27,1.8343,0.6149,1.2246
2022-10-28,1.9678,0.9164,1.4421
2022-10-29,1.7001,1.0304,1.3652
2022-10-30,1.7818,1.3692,1.5755
2022-10-31,1.7133,1.3144,1.5138
2022-11-01,1.8692,1.3855,1.6274
2022-11-02,1.3455,1.0862,1.2158
2022-11-03,1.6179,0.8594,1.2386
2022-11-04,2.0774,1.35,1.7137
2022-11-05,2.5486,1.624,2.0863
2022-11-06,2.4766,1.9652,2.2209
2022-11-07,2.4043,1.3844,1.8944
2022-11-08,1.5435,-0.1296,0.707
2022-11-09,0.0751,-4.705,-2.3149
2022-11-10,-1.7198,-3.6188,-2.6693
2022-11-11,-1.388,-6.5757,-3.9818
2022-11-12,-2.9739,-6.3209,-4.6474
2022-11-13,-2.6385,-6.5527,-4.5956
2022-11-14,-2.0306,-6.7084,-4.3695
2022-11-15,-1.8254,-6.9837,-4.4045
2022-11-16,-2.1212,-5.8461,-3.9837
2022-11-17,-2.0678,-5.9718,-4.0198
2022-11-18,-2.5181,-5.078,-3.798
2022-11-19,-2.4059,-5.4926,-3.9492
2022-11-20,-3.3689,-5.6963,-4.5326
2022-11-21,-3.428,-5.2859,-4.357
2022-11-22,-2.6841,-4.1842,-3.4341
2022-11-23,-2.7281,-4.3718,-3.55
2022-11-24,-2.4412,-2.9958,-2.7185
2022-11-25,-1.9983,-1.9176,-1.958
2022-11-26,-2.7312,-3.1125,-2.9218
2022-11-27,-1.8914,-1.833,-1.8622
2022-11-28,-1.9753,-2.0463,-2.0108
2022-11-29,-1.5197,-1.5479,-1.5338
2022-11-30,-0.311,-0.2913,-0.3011
2022-12-01,-0.9133,-1.1181,-1.0157
2022-12-02,-0.3146,-0.7911,-0.5529
2022-12-03,-0.4287,-1.0271,-0.7279
2022-12-04,0.0015,-0.5657,-0.2821
2022-12-05,-0.3803,-0.7623,-0.5713
2022-12-06,0.0779,-1.0929,-0.5075
2022-12-07,-0.0938,-1.1113,-0.6026
2022-12-08,0.4927,-0.8518,-0.1796
2022-12-09,0.2376,-0.979,-0.3707
2022-12-10,0.3609,-2.2803,-0.9597
2022-12-11,0.3991,-1.719,-0.6599
2022-12-12,0.8887,-1.6662,-0.3887
2022-12-13,1.833,-0.5725,0.6302
2022-12-14,2.7102,-0.464,1.1231
2022-12-15,1.7203,-1.2704,0.225
2022-12-16,0.1576,-3.4911,-1.6667
2022-12-17,0.8145,-2.597,-0.8913
2022-12-18,0.7358,-2.9923,-1.1282
2022-12-19,0.2904,-4.3592,-2.0344
2022-12-20,0.904,-2.8316,-0.9638
2022-12-21,1.3314,-2.6171,-0.6428
2022-12-22,0.5533,-3.518,-1.4824
2022-12-23,0.7264,-2.5255,-0.8996
2022-12-24,0.522,-2.8576,-1.1678
2022-12-25,-0.0432,-2.6278,-1.3355
2022-12-26,0.3408,-2.8133,-1.2362
2022-12-27,-0.7447,-3.1145,-1.9296
2022-12-28,-0.6023,-2.641,-1.6216
2022-12-29,-0.5744,-2.4274,-1.5009
2022-12-30,-0.6741,-1.6792,-1.1767
2022-12-31,0.8653,-1.3047,-0.2197
2023-01-01,0.9515,-1.1588,-0.1036
2023-01-02,0.9916,-0.6988,0.1464
2023-01-03,1.2781,-0.5052,0.3865
2023-01-04,2.1654,0.0076,1.0865
2023-01-05,2.1938,-0.3039,0.9449
2023-01-06,2.603,0.514,1.5585
2023-01-07,2.2294,-0.0395,1.0949
2023-01-08,2.8436,0.6023,1.723
2023-01-09,2.6436,0.7494,1.6965
2023-01-10,2.7529,0.4906,1.6217
2023-01-11,3.3421,0.985,2.1635
2023-01-12,2.8112,1.7277,2.2695
2023-01-13,3.0206,1.6872,2.3539
2023-01-14,3.7025,2.7537,3.2281
2023-01-15,3.8908,2.7442,3.3175
2023-01-16,3.981,2.9571,3.469
2023-01-17,3.8147,3.2244,3.5196
2023-01-18,4.2192,3.3025,3.7608
2023-01-19,3.9474,3.3534,3.6504
2023-01-20,4.2858,3.202,3.7439
2023-01-21,4.1908,3.6043,3.8976
2023-01-22,4.3668,3.597,3.9819
2023-01-23,4.3962,3.8244,4.1103
2023-01-24,4.7702,3.6467,4.2084
2023-01-25,5.2511,4.128,4.6896
2023-01-26,5.1004,3.4268,4.2636
2023-01-27,4.9544,3.6177,4.286
2023-01-28,5.0919,3.4241,4.258
2023-01-29,5.8134,4.52,5.1667
2023-01-30,4.8683,3.4921,4.1802
2023-01-31,5.2912,4.6588,4.975
2023-02-01,5.6733,4.8344,5.2538
2023-02-02,5.4933,4.4825,4.9879
2023-02-03,5.8363,4.7293,5.2828
2023-02-04,5.2578,3.5509,4.4044
2023-02-05,4.914,4.0714,4.4927
2023-02-06,5.0229,3.6573,4.3401
2023-02-07,4.9335,3.7589,4.3462
2023-02-08,4.7921,3.2464,4.0193
2023-02-09,4.6167,2.6246,3.6207
2023-02-10,4.3235,2.3628,3.3432
2023-02-11,3.9903,1.6465,2.8184
2023-02-12,4.1866,1.5515,2.869
2023-02-13,4.1607,1.5746,2.8676
2023-02-14,4.9761,2.1789,3.5775
2023-02-15,5.8294,3.4691,4.6492
2023-02-16,6.1324,3.4699,4.8011
2023-02-17,6.2186,4.7273,5.473
2023-02-18,7.1532,5.4741,6.3137
2023-02-19,6.8132,4.9752,5.8942
2023-02-20,7.8744,5.9323,6.9033
2023-02-21,8.1226,5.6998,6.9112
2023-02-22,7.5881,5.4672,6.5276
2023-02-23,7.5059,4.9537,6.2298
2023-02-24,7.2995,4.0011,5.6503
2023-02-25,7.6915,4.3978,6.0446
2023-02-26,7.6971,3.9439,5.8205
2023-02-27,7.6986,4.2399,5.9693
2023-02-28,7.091,3.4586,5.2748
2023-03-01,8.0704,4.7417,6.406
2023-03-02,7.1336,3.6414,5.3875
2023-03-03,5.9248,2.8847,4.4047
2023-03-04,5.7607,3.1328,4.4467
2023-03-05,5.9162,2.4074,4.1618
2023-03-06,5.4461,2.3826,3.9143
2023-03-07,5.0761,2.578,3.8271
2023-03-08,4.9037,2.113,3.5083
2023-03-09,4.8918,2.1223,3.507
2023-03-10,2.1452,0.2263,1.1858
2023-03-11,-3.9607,-5.6197,-4.7902
2023-03-12,-2.8086,-2.7055,-2.757
2023-03-13,1.3678,-0.2716,0.5481
2023-03-14,3.254,2.164,2.709
2023-03-15,2.6945,1.0507,1.8726
2023-03-16,2.1709,1.6697,1.9203
2023-03-17,2.0073,2.4546,2.2309
2023-03-18,2.6298,2.1793,2.4046
2023-03-19,2.8984,2.4809,2.6897
2023-03-20,2.888,1.8692,2.3786
2023-03-21,2.5119,1.7796,2.1457
2023-03-22,2.4414,1.5036,1.9725
2023-03-23,3.2059,3.3286,3.2673
2023-03-24,3.1576,1.8346,2.4961
2023-03-25,3.9048,2.7695,3.3371
2023-03-26,3.9115,2.4746,3.1931
2023-03-27,3.9317,2.8226,3.3772
2023-03-28,4.2947,3.1619,3.7283
2023-03-29,4.9955,3.6877,4.3416
2023-03-30,5.1638,4.4326,4.7982
2023-03-31,5.226,4.5974,4.9117
2023-04-01,5.181,4.528,4.8545
2023-04-02,5.3384,4.0776,4.708
2023-04-03,5.3123,3.315,4.3136
2023-04-04,5.326,3.7565,4.5412
2023-04-05,5.5959,4.1227,4.8593
2023-04-06,4.9218,3.3226,4.1222
2023-04-07,4.5789,2.9349,3.7569
2023-04-08,4.9724,3.1782,4.0753
2023-04-09,5.756,3.2413,4.4987
2023-04-10,5.7929,3.8335,4.8132
2023-04-11,4.8933,3.2825,4.0879
2023-04-12,5.2547,2.7697,4.0122
2023-04-13,5.4896,3.2746,4.3821
2023-04-14,4.2205,2.7568,3.4886
2023-04-15,5.0297,2.9904,4.01
2023-04-16,5.282,2.8717,4.0769
2023-04-17,4.4521,2.6228,3.5374
2023-04-18,5.3425,3.1057,4.2241
2023-04-19,4.2653,2.5038,3.3846
2023-04-20,4.622,1.8367,3.2293
2023-04-21,3.2739,1.8733,2.5736
2023-04-22,2.6347,1.1176,1.8762
2023-04-23,3.1195,1.1789,2.1492
2023-04-24,3.273,1.3953,2.3342
2023-04-25,3.6449,1.8982,2.7715
2023-04-26,3.3557,1.4793,2.4175
2023-04-27,3.4523,1.8209,2.6366
2023-04-28,3.3675,1.44,2.4037
2023-04-29,3.6685,1.6162,2.6424
2023-04-30,4.1587,1.7252,2.9419
2023-05-01,3.6411,1.4065,2.5238
2023-05-02,3.8182,1.3325,2.5754
2023-05-03,4.3737,1.6096,2.9916
2023-05-04,4.0698,1.7399,2.9049
2023-05-05,3.9878,1.5211,2.7545
2023-05-06,2.3291,1.0375,1.6833
2023-05-07,2.8619,0.8418,1.8519
2023-05-08,3.1698,1.6805,2.4251
2023-05-09,2.9904,1.0348,2.0126
2023-05-10,3.1848,1.6778,2.4313
2023-05-11,2.7593,0.6106,1.6849
2023-05-12,2.789,0.6428,1.7159
2023-05-13,3.1402,0.9224,2.0313
2023-05-14,3.2255,0.3613,1.7934
2023-05-15,3.5781,1.3606,2.4693
2023-05-16,3.5295,0.9385,2.234
2023-05-17,3.708,1.2334,2.4707
2023-05-18,3.2772,1.1058,2.1915
2023-05-19,3.2618,1.3411,2.3014
2023-05-20,3.6443,1.3377,2.491
2023-05-21,3.4753,1.2854,2.3803
2023-05-22,3.5867,1.525,2.5558
2023-05-23,4.1682,2.2318,3.2
2023-05-24,3.6703,1.5664,2.6183
2023-05-25,3.4078,1.1465,2.2771
2023-05-26,3.9622,1.3534,2.6578
2023-05-27,4.0127,1.5016,2.7571
2023-05-28,5.0174,3.3346,4.176
2023-05-29,4.7225,2.6655,3.694
2023-05-30,4.8698,2.5518,3.7108
2023-05-31,4.2724,1.5952,2.9338
2023-06-01,3.3073,1.7743,2.5408
2023-06-02,4.1298,2.6445,3.3871
2023-06-03,3.73,2.4063,3.0682
2023-06-04,3.854,2.366,3.11
2023-06-05,2.8565,1.2299,2.0432
2023-06-06,4.332,2.6917,3.5119
2023-06-07,4.005,2.1631,3.0841
2023-06-08,4.2133,2.0703,3.1418
2023-06-09,4.408,2.2261,3.317
2023-06-10,4.1672,2.5479,3.3575
2023-06-11,4.4466,2.1483,3.2974
2023-06-12,4.8417,2.955,3.8983
2023-06-13,4.6479,2.9151,3.7815
2023-06-14,3.8531,2.1023,2.9777
2023-06-15,5.0901,3.6542,4.3722
2023-06-16,5.0242,3.7368,4.3805
2023-06-17,5.291,4.0537,4.6723
2023-06-18,5.292,3.7406,4.5163
2023-06-19,5.8092,4.3804,5.0948
2023-06-20,5.3023,5.4084,5.3553
2023-06-21,5.5839,5.6589,5.6214
2023-06-22,5.7912,5.7393,5.7652
2023-06-23,5.7612,4.7797,5.2705
2023-06-24,6.2115,4.8621,5.5368
2023-06-25,6.2599,4.9999,5.6299
2023-06-26,5.6836,5.221,5.4523
2023-06-27,6.7128,5.4018,6.0573
2023-06-28,6.4174,4.9744,5.6959
2023-06-29,6.5884,5.4608,6.0246
2023-06-30,6.6413,5.7156,6.1784
2023-07-01,6.7536,5.5788,6.1662
2023-07-02,7.1916,5.8794,6.5355
2023-07-03,7.3145,6.8027,7.0586
2023-07-04,6.7385,6.6929,6.7157
2023-07-05,6.8199,7.1225,6.9712
2023-07-06,6.4784,6.3498,6.4141
2023-07-07,6.8689,6.0352,6.4521
2023-07-08,6.7216,6.5418,6.6317
2023-07-09,7.0418,6.5598,6.8008
2023-07-10,7.2878,6.833,7.0604
2023-07-11,7.9563,7.1117,7.534
2023-07-12,7.7746,6.759,7.2668
2023-07-13,7.9453,7.2409,7.5931
2023-07-14,7.4139,6.2225,6.8182
2023-07-15,6.9926,6.6547,6.8237
2023-07-16,7.0689,6.496,6.7825
2023-07-17,7.0515,6.6626,6.857
2023-07-18,7.1088,6.3467,6.7277
2023-07-19,6.94,6.479,6.7095
2023-07-20,7.2431,6.9367,7.0899
2023-07-21,7.1592,6.8516,7.0054
2023-07-22,6.9023,5.9883,6.4453
2023-07-23,7.0342,6.4988,6.7665
2023-07-24,6.4487,6.0191,6.2339
2023-07-25,6.5703,6.0136,6.2919
2023-07-26,6.755,5.8047,6.2798
2023-07-27,6.2387,5.6284,5.9336
2023-07-28,6.7526,5.8493,6.301
2023-07-29,6.5838,5.7694,6.1766
2023-07-30,6.4596,5.5693,6.0145
2023-07-31,6.613,5.6262,6.1196
2023-08-01,7.0643,6.7282,6.8962
2023-08-02,7.3997,6.3787,6.8892
2023-08-03,7.3491,7.1275,7.2383
2023-08-04,7.2191,6.6506,6.9349
2023-08-05,7.7453,7.0248,7.3851
2023-08-06,7.7389,7.2744,7.5067
2023-08-07,7.9135,7.4394,7.6765
2023-08-08,7.9906,7.7821,7.8864
2023-08-09,7.8697,7.4417,7.6557
2023-08-10,7.5765,7.627,7.6018
2023-08-11,7.6661,7.6646,7.6653
2023-08-12,7.5496,7.2764,7.413
2023-08-13,7.4716,7.9124,7.692
2023-08-14,7.9636,8.1435,8.0536
2023-08-15,7.6417,8.0327,7.8372
2023-08-16,7.6975,7.5646,7.6311
2023-08-17,5.1258,5.4345,5.2802
2023-08-18,5.8581,5.3166,5.5874
2023-08-19,5.6174,5.9724,5.7949
2023-08-20,5.5843,5.5161,5.5502
2023-08-21,5.424,5.9071,5.6656
2023-08-22,5.5762,4.8559,5.216
2023-08-23,5.4619,5.173,5.3175
2023-08-24,5.1759,5.0079,5.0919
2023-08-25,4.9332,4.6789,4.8061
2023-08-26,5.1122,4.7843,4.9483
2023-08-27,4.5571,4.6146,4.5859
2023-08-28,4.4558,4.4892,4.4725
2023-08-29,4.3294,4.7447,4.5371
2023-08-30,4.2956,4.6061,4.4509
2023-08-31,3.7247,4.0903,3.9075
2023-09-01,4.2126,4.5312,4.3719
2023-09-02,3.817,4.5685,4.1928
2023-09-03,4.0056,4.753,4.3793
2023-09-04,3.8411,4.7388,4.2899
2023-09-05,4.0621,4.4256,4.2438
2023-09-06,4.2995,4.9515,4.6255
2023-09-07,4.464,4.7166,4.5903
2023-09-08,3.8231,4.3195,4.0713
2023-09-09,3.7307,4.5248,4.1278
2023-09-10,3.6583,4.3637,4.011
2023-09-11,3.8929,4.4756,4.1843
2023-09-12,3.6657,4.0992,3.8825
2023-09-13,3.7663,4.4232,4.0948
2023-09-14,4.0854,4.2986,4.192
2023-09-15,4.1289,4.1789,4.1539
2023-09-16,3.8451,3.7806,3.8128
2023-09-17,3.4738,3.7788,3.6263
2023-09-18,3.8444,4.1214,3.9829
2023-09-19,3.8687,4.2353,4.052
2023-09-20,3.9869,4.5216,4.2542
2023-09-21,4.0859,4.1965,4.1412
2023-09-22,4.4016,4.6415,4.5216
2023-09-23,4.4384,4.5895,4.514
2023-09-24,4.2009,4.2957,4.2483
2023-09-25,4.4435,5.01,4.7268
2023-09-26,4.3825,4.954,4.6683
2023-09-27,4.9531,4.6712,4.8122
2023-09-28,5.3869,5.0498,5.2184
2023-09-29,4.4729,4.4143,4.4436
2023-09-30,4.4815,4.9088,4.6951
2023-10-01,5.3323,4.8329,5.0826
2023-10-02,5.1373,5.3579,5.2476
2023-10-03,5.1016,5.1215,5.1115
2023-10-04,5.1553,5.5443,5.3498
2023-10-05,5.161,5.2547,5.2079
2023-10-06,5.3048,5.5367,5.4208
2023-10-07,5.1932,5.0291,5.1111
2023-10-08,5.6027,5.2022,5.4024
2023-10-09,5.5035,4.7673,5.1354
2023-10-10,5.2037,5.0414,5.1226
2023-10-11,4.1225,3.654,3.8882
2023-10-12,4.4297,3.6803,4.055
2023-10-13,3.8821,3.9952,3.9387
2023-10-14,4.2568,4.3663,4.3116
2023-10-15,4.2581,3.7753,4.0167
2023-10-16,4.7194,5.3923,5.0559
2023-10-17,4.6483,4.9918,4.82
2023-10-18,4.8127,5.0371,4.9249
2023-10-19,4.4363,5.0736,4.755
2023-10-20,4.1576,5.3392,4.7484
2023-10-21,4.1417,4.8686,4.5051
2023-10-22,4.6558,5.326,4.9909
2023-10-23,5.4973,7.5922,6.5447
2023-10-24,6.4135,7.7678,7.0907
2023-10-25,7.6497,8.1867,7.9182
2023-10-26,7.7032,7.9176,7.8104
2023-10-27,7.6088,7.6212,7.615
2023-10-28,8.0172,8.5849,8.301
2023-10-29,8.1369,8.9598,8.5483
2023-10-30,8.4847,9.1005,8.7926
2023-10-31,8.3949,9.2239,8.8094
2023-11-01,9.6047,10.7125,10.1586
2023-11-02,9.3023,11.0411,10.1717
2023-11-03,9.09,10.1888,9.6394
2023-11-04,9.2136,10.535,9.8743
2023-11-05,9.3537,11.5988,10.4763
2023-11-06,9.6676,11.2826,10.4751
2023-11-07,10.3486,12.247,11.2978
2023-11-08,9.9205,11.5417,10.7311
2023-11-09,9.3664,11.2473,10.3069
2023-11-10,9.7839,11.2246,10.5043
2023-11-11,9.3074,11.1426,10.225
2023-11-12,9.3077,11.4047,10.3562
2023-11-13,9.4527,11.6124,10.5325
2023-11-14,9.9768,11.0064,10.4916
2023-11-15,10.8518,12.5147,11.6833
2023-11-16,9.17,10.5218,9.8459
2023-11-17,9.2128,9.5583,9.3855
2023-11-18,8.3157,8.322,8.3189
2023-11-19,8.787,8.8535,8.8202
2023-11-20,9.0426,8.9307,8.9867
2023-11-21,7.2183,7.5094,7.3639
2023-11-22,9.5218,9.2454,9.3836
2023-11-23,9.7269,9.4147,9.5708
2023-11-24,10.082,10.365,10.2235
2023-11-25,10.4194,10.9263,10.6728
2023-11-26,10.6772,11.1218,10.8995
2023-11-27,9.5488,9.9552,9.752
2023-11-28,9.6786,10.1846,9.9316
2023-11-29,9.0649,9.746,9.4054
2023-11-30,9.4053,9.7347,9.57
2023-12-01,9.7922,10.0908,9.9415
2023-12-02,9.8862,10.7846,10.3354
2023-12-03,10.3576,11.7976,11.0776
2023-12-04,11.042,11.1797,11.1109
2023-12-05,9.8634,10.2865,10.0749
2023-12-06,9.4573,9.4508,9.4541
2023-12-07,9.5195,9.6971,9.6083
2023-12-08,10.0406,9.8468,9.9437
2023-12-09,10.6673,10.0165,10.3419
2023-12-10,11.0865,9.8,10.4432
2023-12-11,11.179,10.9553,11.0672
2023-12-12,10.487,11.2042,10.8456
2023-12-13,10.4609,11.1005,10.7807
2023-12-14,10.1946,10.105,10.1498
2023-12-15,10.4173,10.9513,10.6843
2023-12-16,10.8043,11.1217,10.963
2023-12-17,10.7686,11.3807,11.0747
2023-12-18,11.5229,11.2693,11.3961
2023-12-19,11.0209,11.3852,11.203
2023-12-20,13.6265,12.665,13.1458
2023-12-21,14.5019,12.9106,13.7062
2023-12-22,14.0175,13.15,13.5838
2023-12-23,13.901,13.0563,13.4787
2023-12-24,13.5867,12.7406,13.1636
2023-12-25,15.0435,13.5053,14.2744
2023-12-26,14.8232,13.9833,14.4032
2023-12-27,16.1213,14.931,15.5261
2023-12-28,15.8632,14.9172,15.3902
2023-12-29,17.388,15.7073,16.5477
2023-12-30,19.4152,17.9323,18.6737
2023-12-31,20.7471,18.7146,19.7308
2024-01-01,21.5949,20.3427,20.9688
2024-01-02,19.891,18.4904,19.1907
2024-01-03,15.5982,15.4658,15.532
2024-01-04,16.2954,15.3244,15.8099
2024-01-05,13.429,12.3857,12.9074
2024-01-06,13.3814,12.1841,12.7827
2024-01-07,13.9156,13.5936,13.7546
2024-01-08,13.8439,12.9632,13.4035
2024-01-09,13.418,13.438,13.428
2024-01-10,13.2495,12.1089,12.6792
2024-01-11,11.8732,11.7349,11.804
2024-01-12,10.7605,10.2905,10.5255
2024-01-13,8.9191,9.7175,9.3183
2024-01-14,8.8876,9.3747,9.1311
2024-01-15,9.0647,9.334,9.1993
2024-01-16,9.7934,9.9426,9.868
2024-01-17,10.3423,10.2736,10.308
2024-01-18,8.6123,8.6336,8.623
2024-01-19,9.3518,9.0421,9.197
2024-01-20,9.633,8.8129,9.2229
2024-01-21,9.6605,8.7748,9.2177
2024-01-22,8.1851,8.0813,8.1332
2024-01-23,9.0598,9.0941,9.077
2024-01-24,9.4024,9.4138,9.4081
2024-01-25,9.901,9.6825,9.7917
2024-01-26,9.6199,9.3219,9.4709
2024-01-27,9.7792,9.1282,9.4537
