date,btc_price,aviv_ratio,aviv_mean,aviv_upper_1sd,aviv_upper_2sd,aviv_lower_1sd,aviv_lower_2sd,price_at_aviv_mean,price_at_aviv_plus_1_sigma,price_at_aviv_plus_2_sigma,price_at_aviv_minus_1_sigma,investor_cap,active_realized_price,liveliness
2010-08-12,0.07,7.551241,0.42279109507640067,2.47422777651742,4.52566445795844,-1.6286455863646188,-3.680082267805638,0.2410036079264007,1.410384059448225,2.5797645109700498,,3093.54821,0.57003,0.09011752239830934
2010-08-13,0.0645,6.839873,0.4336675050847458,2.5002918316011398,4.566916158117533,-1.632956821431648,-3.699581147948042,0.24697364414576273,1.423916198096849,2.600858752047935,,3160.89047,0.5695,0.0902883021341269
2010-08-14,0.067,7.045216,0.44485455837563453,2.5275326602188897,4.610210762062145,-1.6378235434676207,-3.720501645310876,0.2554132446913706,1.4511828768646757,2.646952509037981,,3178.29631,0.57415,0.0896797296803159
2010-08-15,0.06529,6.795005,0.45558116385135133,2.5527749162294553,4.64996866860756,-1.6416125885267527,-3.738806340904857,0.262455752683125,1.4706281014906268,2.6788004502981293,,3212.47137,0.57609,0.08944744008465944
2010-08-16,0.0655,6.616162,0.4659700016863406,2.5765855712413153,4.68720114079629,-1.6446455678686343,-3.7552611374236093,0.26777898086908936,1.4806864302252467,2.693593879581404,,3328.54252,0.57467,0.08977209879298378
2010-08-17,0.07,6.835938,0.4766938535353535,2.6016395429177828,4.726585232300212,-1.6482518358470757,-3.773197525229505,0.2744707869885858,1.497972016021201,2.721473245053816,,3446.53523,0.57578,0.08970439171242305
2010-08-18,0.068,6.48855,0.48679781344537804,2.6241903250167917,4.761582836588206,-1.6505946981260358,-3.78798720969745,0.279368397158168,1.5059965856238866,2.7326247740896052,,3548.15025,0.57389,0.0901035464842784
2010-08-19,0.0667,6.340304,0.49661913255033546,2.6456129117980405,4.794606691045745,-1.6523746466973694,-3.8013684259450744,0.28576458125211407,1.5223385817068287,2.758912582161543,,3560.12199,0.57542,0.0899166557532211
2010-08-20,0.0655,6.226236,0.5062164807370184,2.666155287028647,4.826094093320275,-1.65372232555461,-3.8136611318462386,0.29245644741619764,1.5403178939750601,2.7881793405339224,,3557.23578,0.57773,0.08962580647945313
2010-08-21,0.0664,6.176744,0.5156989682274247,2.6862322831051184,4.856765597982813,-1.6548343466502693,-3.825367661527963,0.2972282573275585,1.548236838690466,2.799245420053374,,3658.01122,0.57636,0.08994368415660195
2010-08-22,0.066,6.032907,0.5249096661101836,2.7052954661545,4.885681266198817,-1.6554761339341328,-3.835861933978449,0.3021852456829716,1.5574115469104841,2.8126378481379968,,3739.29454,0.57569,0.09015132989440355
2010-08-23,0.06491,5.932358,0.53392208,2.7236279290830514,4.913333778166103,-1.6557837690830515,-3.845489618166103,0.3090554567872,1.5765447904704335,2.844034124153667,,3730.98748,0.57884,0.0897138135102536
2010-08-24,0.065,5.909091,0.5428657886855242,2.741689930006758,4.940514071327992,-1.6559583526357098,-3.854782493956944,0.31556788296289523,1.5937443563129285,2.8719208296629617,,3749.93004,0.5813,0.08940246921044588
2010-08-25,0.0648,5.869565,0.5517141262458473,2.7593940099683576,4.967073893690868,-1.6559657574766633,-3.8636456411991738,0.3225320782033223,1.613141738227502,2.9037513982516816,,3755.18479,0.5846,0.08896564620104244
2010-08-26,0.064,5.791855,0.5604042437810945,2.776533689500197,4.992663135219299,-1.655725201938008,-3.8718546476571105,0.3293383659852736,1.6317133186454758,2.9340882713056775,,3751.60831,0.58768,0.08855146679298422
2010-08-27,0.065,5.824373,0.5691194238410596,2.793731530777197,5.018343637713334,-1.6554926830950776,-3.880104790031215,0.3338966747733113,1.6390543517916738,2.9442120288100364,,3807.18051,0.58669,0.08878608335914123
2010-08-28,0.0645982546728972,5.78853,0.5777465487603305,2.810608637582059,5.043470726403788,-1.6551155400613982,-3.8879776288831267,0.34025805242690904,1.655279851017578,2.970301649608247,,3802.25614,0.58894,0.08848056250620791
2010-08-29,0.064,5.73991,0.5862649702970297,2.827101163588458,5.067937356879886,-1.6545712229943987,-3.895407416285827,0.34640638299940596,1.6704492645295124,2.9944921460596183,,3795.6253,0.59087,0.08822491806863758
2010-08-30,0.06497,5.808758,0.5948687479406919,2.8438537609796435,5.0928387740185945,-1.6541162650982595,-3.903101278137211,0.35255491215453044,1.6854383699821953,3.01832182780986,,3808.63127,0.59266,0.08800936740339477
2010-08-31,0.06,5.560704,0.603036240131579,2.85916263993036,5.115289039729141,-1.6530901596672019,-3.9092165594659827,0.3538676960716119,1.6777852287375346,3.0017027614034575,,3717.50523,0.58681,0.0888871263973252
2010-09-01,0.0629,5.856611,0.6116627996715928,2.875949453637352,5.140236107603111,-1.6526238542941663,-3.9169105082599254,0.35904606340722495,1.6881823292851255,3.017318595163026,,3709.55073,0.587,0.08889221798807614
2010-09-02,0.0634,5.881262,0.6203014868852459,2.8927532323273284,5.165204977769411,-1.6521502585568366,-3.924602003998919,0.3650288159873607,1.7022984946276631,3.039568173267966,,3722.36505,0.58847,0.0887037054505603
2010-09-03,0.06085,5.734463,0.6286716366612111,2.9086543986253877,5.188637160589565,-1.6513111253029655,-3.931293887267142,0.3694388872839607,1.709270757352209,3.049102627420458,,3681.76969,0.58765,0.08884522676817862
2010-09-04,0.06238,5.886792,0.6372633366013072,2.925260229245476,5.2132571218896455,-1.6507335560428618,-3.9387304486870307,0.37581330749388886,1.7251137149929345,3.0744141224919805,,3670.35922,0.58973,0.08856584498179094
2010-09-05,0.06163975,5.855513,0.6457759787928221,2.941584889634356,5.237393800475891,-1.6500329320487122,-3.945841842890246,0.3711855748503262,1.6907935787129316,3.0104015825755375,,3748.9026,0.57479,0.09093598740085823
2010-09-06,0.0616,6.009756,0.6545121026058631,2.958625460079479,5.262738817553095,-1.649601254867753,-3.9537146123413693,0.375866665163469,1.6990498429598422,3.022233020756216,,3663.32782,0.57427,0.09101862671689771
2010-09-07,0.0610028889147648,5.980392,0.663172069918699,2.9753902462104165,5.287608422502133,-1.6490461063730182,-3.9612642826647355,0.38068729501612997,1.7079930169346274,3.0352987388531245,,3653.50127,0.57404,0.0910730562860519
2010-09-08,0.0612664420040746,6.015702,0.6718612418831167,2.9922291656749103,5.3125970894667045,-1.648506681908677,-3.9688746057004707,0.3869719194874187,1.723434232553778,3.0598965456201377,,3646.49413,0.57597,0.09080329845000781
2010-09-09,0.06111,5.903382,0.6803402058346838,3.0083580358652013,5.336375865895719,-1.647677624195834,-3.9756954542263516,0.38792318196487835,1.715335668469979,3.04274815497508,,3750.74582,0.57019,0.0917938223136101
2010-09-10,0.0618,5.953757,0.6888732427184465,3.02464351748862,5.360413792258793,-1.6468970320517269,-3.9826673068219005,0.3945728159642718,1.7324553139471317,3.070337811929991,,3755.7579,0.57278,0.09143065967770715
2010-09-11,0.06366,6.136802,0.6976744200323101,3.0417903669495914,5.385906313866873,-1.6464415268849715,-3.990557473802253,0.400918605471567,1.7479648343675827,3.0950110632635988,,3751.91232,0.57465,0.09116728717524374
2010-09-12,0.0615,5.930569,0.706114572580645,3.057733601240069,5.409352629899493,-1.645504456078779,-3.997123484738203,0.4057758002791934,1.757157191288618,3.108538582298042,,3759.86682,0.57466,0.09120067353756543
2010-09-13,0.0621824198330189,5.963567,0.7145806795491142,3.0737426839958677,5.432904688442622,-1.6445813248976395,-4.003743329344393,0.41011928941362313,1.7641131386257485,3.118106987837874,,3797.4997,0.57393,0.09136909429941077
2010-09-14,0.06199,5.944391,0.722988734726688,3.089547252633413,5.456105770540138,-1.643569783180037,-4.010128301086762,0.4162390743568488,1.7787141442861085,3.1411892142153683,,3795.63114,0.57572,0.0911194488201775
2010-09-15,0.0604,6.076459,0.7315817849117173,3.105931862500587,5.480281940089457,-1.6427682926771525,-4.017118370266022,0.4184574651516532,1.7765619660317107,3.1346664669117685,,3645.53584,0.57199,0.09167990560379154
2010-09-16,0.0618747945205479,6.146971,0.7402602932692306,3.1225755449748878,5.504890796680545,-1.6420549584364268,-4.024370210142084,0.42099343138514417,1.7758399381826686,3.130686444980193,,3728.32378,0.56871,0.09229623585475241
2010-09-17,0.0597976861530533,6.190476,0.7489806383999998,3.1393356318175902,5.5296906252351805,-1.6413743550175903,-4.031729348435181,0.3891328906807199,1.631041827510829,2.872950764340938,,3932.37403,0.51955,0.10116308421075691
2010-09-18,0.061,6.334372,0.7579029888178912,3.156741193852023,5.555579398886155,-1.6409352162162407,-4.039773421250373,0.39479166687523953,1.644346487877519,2.8939013088797982,,3920.72365,0.5209,0.10093927526159392
2010-09-19,0.0627,6.430769,0.7669506220095692,3.174540947247712,5.582131272485855,-1.6406397032285738,-4.048230028466717,0.40070869148133964,1.658602408708512,2.9164961259356845,,3971.65183,0.52247,0.10071311916322145
2010-09-20,0.0621,6.421923,0.7759553550955413,3.192171720479063,5.608388085862585,-1.6402610102879809,-4.056477375671503,0.40590224625047766,1.669825026982598,2.9337478077147185,,3947.79889,0.5231,0.1006290263724062
2010-09-21,0.06265,6.446962,0.7849712639109696,3.209815167358256,5.634659070805542,-1.6398726395363168,-4.064716542983604,0.4118979713120031,1.6842863127678978,2.956674654223792,,3960.42142,0.52473,0.10035504365634358
2010-09-22,0.0622,6.379487,0.7938514476190474,3.2269844695019794,5.660117491384912,-1.6392815742638849,-4.072414596146817,0.4170181039487618,1.695167211674085,2.9733163193994083,,3982.93784,0.52531,0.10030261571445245
2010-09-23,0.06231,6.396304,0.8027301362916004,3.2441268172165154,5.68552349814143,-1.6386665446333144,-4.080063225558229,0.4197957520750553,1.6965485603315489,2.973301368588042,,4009.27141,0.52296,0.10080956323302306
2010-09-24,0.0622,6.359918,0.8115231550632909,3.2609667353292364,5.7104103155951815,-1.6379204252026547,-4.087364005468601,0.42651222460661375,1.7138662870869867,3.0012203495673595,,4018.95725,0.52557,0.10036547207536384
2010-09-25,0.06202,6.268959,0.8201446966824641,3.2772309215581528,5.734317146433842,-1.6369415281932245,-4.094027753068913,0.4316913625457819,1.7250032678713494,3.018315173196917,,4074.48996,0.52636,0.10029178102662745
2010-09-26,0.06202171,6.256307,0.8287190851735012,3.2933262448753773,5.757933404577254,-1.635888074528375,-4.100495234230251,0.437804005506309,1.7398313219052133,3.0418586383041175,,4078.2362,0.52829,0.09996273207033841
