date,btc_price,supply_0-1d,realized_cap_0-1d,supply_1d-1w,realized_cap_1d-1w,supply_1w-1m,realized_cap_1w-1m,supply_1m-3m,realized_cap_1m-3m,supply_3m-6m,realized_cap_3m-6m,supply_6m-12m,realized_cap_6m-12m,supply_1y-2y,realized_cap_1y-2y,supply_2y-3y,realized_cap_2y-3y,supply_3y-5y,realized_cap_3y-5y,supply_5y-7y,realized_cap_5y-7y,supply_7y-10y,realized_cap_7y-10y,supply_10y+,realized_cap_10y+
2009-03-25,,1.3675017237416685,1.3675017237416687,7.561480119512755,7.561480119512757,29.54493219949437,29.54493219949437,61.52608595725122,61.5260859572512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-26,,1.6441773443701098,1.64417734437011,7.189023698832066,7.1890236988320675,29.277695883887056,29.277695883887063,61.88910307291078,61.88910307291076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-27,,1.2212885154061623,1.2212885154061623,7.316526610644257,7.316526610644258,29.198879551820724,29.198879551820728,62.26330532212887,62.26330532212885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-28,,1.5369305616983635,1.5369305616983635,7.739938080495355,7.739938080495357,28.151260504201677,28.15126050420168,62.571870853604615,62.571870853604594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-29,,1.2663755458515282,1.2663755458515285,7.871179039301309,7.8711790393013095,27.499999999999996,27.500000000000004,63.36244541484718,63.36244541484716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-30,,1.3038793103448274,1.3038793103448276,7.672413793103447,7.672413793103448,27.359913793103445,27.359913793103445,63.6637931034483,63.66379310344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-31,,1.5335463258785942,1.5335463258785942,7.476038338658146,7.476038338658148,27.060702875399357,27.06070287539936,63.92971246006391,63.92971246006389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,,1.1994949494949494,1.1994949494949494,7.723063973063972,7.723063973063973,26.862373737373733,26.862373737373733,64.21506734006735,64.21506734006734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-02,,1.2059465640919012,1.2059465640919014,7.3604324773885015,7.360432477388502,26.925875870672623,26.925875870672627,64.50774508784698,64.50774508784696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-03,,1.2018489984591678,1.2018489984591678,7.467899332306111,7.467899332306112,26.368772470467384,26.368772470467384,64.95120698510529,64.95120698510529,0.01027221366204417,0.010272213662044172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-04,,1.1575954508529651,1.1575954508529651,7.209585702680746,7.209585702680747,26.30991064175467,26.30991064175467,65.3127538586515,65.31275385865149,0.010154346060113726,0.010154346060113728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-05,,1.4732411304870714,1.4732411304870716,6.985367809180196,6.985367809180197,26.037282020444973,26.03728202044498,65.49408699138104,65.49408699138102,0.010022048506714771,0.010022048506714773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-06,,1.09051254089422,1.0905125408942202,7.276692772875978,7.276692772875978,25.874888470308317,25.874888470308317,65.74799246554971,65.74799246554971,0.009913750371765638,0.00991375037176564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-07,,0.9816432708353784,0.9816432708353784,6.891135761264355,6.891135761264357,25.73868656130362,25.73868656130362,66.37871797388829,66.37871797388829,0.009816432708353784,0.009816432708353784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-08,,1.0202098717450445,1.0202098717450447,6.733385153517295,6.733385153517295,25.592693354061403,25.592693354061407,66.64399533618345,66.64399533618345,0.009716284492809948,0.00971628449280995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-09,,0.9623712828409199,0.96237128284092,6.572995861803483,6.572995861803483,25.502838995284378,25.50283899528438,66.8270618804735,66.82706188047348,0.13473197959772878,0.1347319795977288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
